#iteration,activeAgent,energyMean,costValue,walkGlobal,walkGlobalDeparture,AreaCovered,ReservoirSizeMean,RegrowDelayFoodItem
399,41,45.450001,70.000000,178.071011,31.428389,0.002074,2.870000,25
799,42,50.680000,70.000000,160.969238,37.064909,0.001929,2.890000,25
1199,48,52.605000,70.000000,160.285519,37.008973,0.001963,2.865000,25
1599,48,49.610001,70.000000,175.946760,43.357057,0.002067,2.830000,25
1999,70,85.279999,70.000000,207.299381,52.496426,0.002470,3.635000,25
2399,68,99.154999,70.000000,212.646950,47.833952,0.002537,3.710000,25
2799,94,123.389999,70.000000,243.484833,54.995976,0.002878,4.055000,25
3199,96,107.445000,70.000000,247.197543,62.518523,0.002901,4.310000,25
3599,75,98.785004,70.000000,225.441508,64.605194,0.002672,4.135000,25
3999,87,99.285004,70.000000,260.512832,77.899249,0.003075,4.735000,25
4399,77,104.500000,70.000000,249.706457,75.449727,0.002888,4.780000,25
4799,83,103.589996,70.000000,261.944985,81.184386,0.003066,5.415000,25
5199,96,115.885002,70.000000,270.520905,81.147547,0.003190,4.910000,25
5599,93,119.150002,70.000000,269.141247,82.623423,0.003069,5.240000,25
5999,85,123.900002,70.000000,254.399194,77.556540,0.002914,4.560000,25
6399,95,129.634995,70.000000,292.417077,84.211529,0.003290,4.830000,25
6799,96,123.684998,70.000000,304.812735,71.599808,0.003440,5.230000,25
7199,91,127.995003,70.000000,286.490379,76.417163,0.003236,5.015000,25
7599,101,143.744995,70.000000,304.577046,70.677337,0.003330,4.805000,25
7999,104,134.675003,70.000000,311.430869,75.415885,0.003424,4.920000,25
8399,98,133.414993,70.000000,295.343241,78.785635,0.003281,5.040000,25
8799,96,127.360001,70.000000,306.113800,83.466116,0.003402,5.115000,25
9199,102,129.684998,70.000000,307.778185,78.158332,0.003362,5.070000,25
9599,102,132.195007,70.000000,293.403041,74.346622,0.003302,5.010000,25
9999,101,131.304993,70.000000,290.239187,69.776872,0.003271,4.650000,25
10399,103,141.634995,70.000000,307.541892,81.504557,0.003434,5.380000,25
10799,110,156.725006,70.000000,310.649675,81.191659,0.003444,5.400000,25
11199,112,159.744995,70.000000,327.639385,80.919569,0.003621,5.490000,25
11599,117,149.389999,70.000000,317.782920,79.349108,0.003592,5.415000,25
11999,106,145.139999,70.000000,299.425602,79.145151,0.003423,5.300000,25
12399,116,149.274994,70.000000,321.143651,90.842692,0.003699,5.845000,25
12799,107,133.095001,70.000000,307.297067,79.114963,0.003537,5.740000,25
13199,99,123.875000,70.000000,290.319403,82.361623,0.003323,5.575000,25
13599,97,128.505005,70.000000,284.978338,79.160587,0.003289,5.425000,25
13999,93,122.669998,70.000000,281.349615,80.764575,0.003234,5.440000,25
14399,92,118.114998,70.000000,286.004640,69.119314,0.003253,4.815000,25
14799,91,116.485001,70.000000,297.957944,83.548394,0.003397,5.355000,25
15199,100,115.705002,70.000000,321.127492,90.423819,0.003641,5.740000,25
15599,102,114.394997,70.000000,317.134524,82.245381,0.003580,5.555000,25
15999,100,116.019997,70.000000,314.370564,91.599561,0.003622,5.985000,25
16399,85,103.970001,70.000000,298.400292,82.849712,0.003367,5.685000,25
16799,95,109.654999,70.000000,322.986202,90.245907,0.003651,5.940000,25
17199,93,119.315002,70.000000,312.036367,73.927880,0.003569,5.905000,25
17599,93,110.415001,70.000000,306.639023,76.222450,0.003480,5.620000,25
17999,98,130.520004,70.000000,318.011475,86.001742,0.003552,5.680000,25
18399,102,118.360001,70.000000,327.345115,94.775628,0.003635,6.370000,25
18799,86,107.605003,70.000000,319.188861,82.927294,0.003516,5.925000,25
19199,90,110.300003,70.000000,330.177895,84.421387,0.003576,5.870000,25
19599,89,102.074997,70.000000,316.611709,87.066048,0.003392,6.230000,25
19999,83,104.735001,70.000000,314.934336,84.178925,0.003408,5.580000,25
20399,94,110.639999,70.000000,320.752000,92.179830,0.003492,6.020000,35
20799,82,92.495003,70.000000,297.747088,81.496275,0.003287,5.415000,45
21199,86,92.525002,70.000000,318.252691,87.273822,0.003476,5.705000,55
21599,77,75.349998,70.000000,299.806885,78.375347,0.003270,5.795000,65
21999,71,72.169998,70.000000,299.234221,81.811552,0.003247,6.430000,75
22399,82,82.250000,70.000000,302.837666,82.365958,0.003248,6.505000,85
22799,71,62.974998,70.000000,287.863812,84.179293,0.003122,6.100000,95
23199,75,72.110001,70.000000,304.321920,80.220507,0.003291,6.120000,100
23599,65,47.744999,70.000000,313.923470,84.242620,0.003362,6.380000,100
23999,60,51.200001,70.000000,292.891387,79.751844,0.003115,5.760000,100
24399,62,51.665001,70.000000,292.316120,85.202523,0.003134,5.955000,100
24799,67,58.595001,70.000000,304.315856,84.600995,0.003233,5.875000,100
25199,64,53.770000,70.000000,300.600368,78.668598,0.003231,5.350000,100
25599,59,48.395000,70.000000,308.023194,75.908795,0.003304,5.880000,100
25999,66,46.830002,70.000000,282.727933,72.573448,0.003082,4.865000,100
26399,68,52.290001,70.000000,296.455688,79.888090,0.003248,5.620000,100
26799,65,47.424999,70.000000,292.979130,79.039163,0.003213,6.100000,100
27199,72,61.709999,70.000000,280.059005,87.546889,0.003095,5.575000,100
27599,68,63.860001,70.000000,300.730317,97.953797,0.003282,6.375000,100
27999,72,75.620003,70.000000,294.624734,91.728035,0.003240,6.000000,100
28399,72,65.870003,70.000000,308.958189,98.106139,0.003394,6.280000,100
28799,80,64.309998,70.000000,300.586747,105.578963,0.003307,6.300000,100
29199,69,56.805000,70.000000,301.629695,101.631145,0.003298,6.665000,100
29599,72,56.930000,70.000000,290.355616,96.613761,0.003144,6.045000,100
29999,71,50.834999,70.000000,287.741943,105.062046,0.003122,6.150000,100
30399,71,58.744999,70.000000,290.841497,100.965551,0.003173,6.135000,100
30799,78,60.380001,70.000000,299.569964,104.152056,0.003238,6.565000,100
31199,59,37.285000,70.000000,278.126271,102.703642,0.002997,6.150000,100
31599,76,50.910000,70.000000,299.649973,106.283623,0.003260,6.955000,100
31999,75,57.595001,70.000000,291.690510,109.463994,0.003162,6.280000,100
32399,75,56.840000,70.000000,306.812104,107.234303,0.003345,6.445000,100
32799,72,41.709999,70.000000,304.433092,96.467505,0.003318,6.145000,100
