#iteration,activeAgent,energyMean,costValue,walkGlobal,walkGlobalDeparture,AreaCovered,ReservoirSizeMean,RegrowDelayFoodItem
399,12,9.935000,26.734584,150.116215,28.446781,0.001777,2.570000,25
799,17,20.600000,34.165387,125.755598,32.775427,0.001603,2.565000,25
1199,11,18.254999,27.488127,133.800350,35.695549,0.001711,2.765000,25
1599,14,19.900000,29.384661,140.421050,39.353601,0.001778,3.045000,25
1999,24,33.180000,36.707116,156.108050,44.476537,0.001970,3.225000,25
2399,23,28.995001,26.865057,168.387692,43.706862,0.002079,3.165000,25
2799,21,29.559999,27.439382,168.634925,50.630872,0.002045,3.405000,25
3199,29,37.110001,32.699448,203.284323,47.622457,0.002418,4.265000,25
3599,43,47.575001,34.647723,234.349330,62.813356,0.002720,4.660000,25
3999,41,45.185001,35.229183,230.311071,58.902340,0.002726,3.965000,25
4399,37,38.264999,38.785429,236.336248,66.946924,0.002753,4.405000,25
4799,30,25.719999,33.737026,226.701649,69.768068,0.002719,4.445000,25
5199,33,31.785000,37.887293,241.101961,81.591748,0.002951,5.115000,25
5599,34,43.044998,40.993315,223.371687,66.142948,0.002682,4.465000,25
5999,50,47.895000,40.233493,231.678665,67.992003,0.002765,4.410000,25
6399,32,41.290001,40.835245,205.896655,71.896319,0.002510,4.430000,25
6799,28,32.875000,36.039557,190.476852,61.268322,0.002376,4.150000,25
7199,38,38.485001,43.423250,208.402447,60.807593,0.002552,4.625000,25
7599,34,37.005001,41.725311,203.577602,60.647810,0.002449,4.465000,25
7999,40,43.090000,52.406853,224.936239,69.928972,0.002663,4.400000,25
8399,36,49.154999,44.254669,213.632108,65.363781,0.002536,4.345000,25
8799,45,59.105000,47.962247,252.001264,72.113841,0.002900,5.005000,25
9199,47,59.889999,48.256651,254.941881,72.251726,0.002938,4.750000,25
9599,60,65.595001,49.382191,276.163932,84.933547,0.003164,5.155000,25
9999,56,82.455002,55.044780,277.944412,78.318865,0.003205,5.130000,25
10399,62,68.035004,49.885985,266.199881,76.653902,0.003121,4.965000,25
10799,55,82.724998,57.114544,256.523731,63.028762,0.002973,4.705000,25
11199,62,81.470001,57.343804,258.280552,79.762720,0.003075,5.365000,25
11599,67,95.555000,58.598315,249.286035,74.407647,0.002949,4.710000,25
11999,67,78.570000,53.352229,265.149178,77.840965,0.003147,4.570000,25
12399,63,82.875000,55.793154,255.361823,78.282620,0.003092,4.730000,25
12799,57,83.974998,56.530738,252.359475,80.073499,0.003038,4.910000,25
13199,71,89.205002,58.652182,267.961675,84.147493,0.003229,5.000000,25
13599,63,87.470001,55.307131,269.458969,83.720765,0.003163,4.915000,25
13999,63,101.190002,63.721650,271.361822,73.573826,0.003206,4.835000,25
14399,71,119.654999,59.542182,284.001682,82.134681,0.003338,5.270000,25
14799,77,143.225006,67.640283,305.998612,96.724491,0.003573,5.720000,25
15199,89,136.705002,67.155908,310.176543,89.906732,0.003595,5.885000,25
15599,88,132.429993,64.043044,300.277472,85.674810,0.003466,5.520000,25
15999,93,141.410004,67.033046,314.577723,80.785469,0.003644,5.500000,25
16399,98,137.445007,65.602730,314.435051,84.683229,0.003698,5.860000,25
16799,102,159.520004,70.152408,333.234931,92.560715,0.003886,6.125000,25
17199,103,163.975006,69.978566,328.182050,90.018466,0.003833,6.560000,25
17599,109,173.309998,70.015677,334.151150,87.592608,0.003914,7.060000,25
17999,110,172.600006,68.714135,331.608545,81.237784,0.003855,6.490000,25
18399,108,186.634995,66.435511,346.557767,91.865536,0.003906,6.410000,25
18799,114,198.464996,68.551567,339.550293,89.678660,0.003927,6.010000,25
19199,116,197.389999,67.674091,340.676286,90.350943,0.003874,6.220000,25
19599,120,201.294998,66.858785,350.391064,91.416577,0.004012,5.980000,25
19999,117,200.360001,65.865288,345.006838,92.862744,0.004012,6.650000,25
20399,118,209.565002,67.933329,331.387584,97.118862,0.003859,6.240000,35
20799,133,203.095001,62.693099,341.390992,97.164680,0.004005,6.900000,45
21199,126,203.039993,69.359786,339.621859,98.734063,0.004035,6.725000,55
21599,111,181.250000,72.567277,327.133761,85.627298,0.003788,5.525000,65
21999,121,185.255005,69.155598,341.937412,91.975904,0.003968,6.340000,75
22399,118,187.520004,76.900557,353.879377,103.268137,0.004114,7.035000,85
22799,119,180.759995,71.780323,351.147675,108.191144,0.004006,7.055000,95
23199,117,190.690002,71.742742,346.672769,98.553306,0.003945,6.700000,100
23599,122,203.089996,77.764363,343.029776,100.678649,0.003906,6.710000,100
23999,134,222.850006,74.116469,371.153692,101.905387,0.004200,6.490000,100
24399,128,209.705002,76.017253,371.296965,103.420746,0.004204,6.875000,100
24799,126,221.100006,78.999881,354.959109,104.663927,0.004047,7.220000,100
25199,130,229.485001,78.822435,375.631297,120.540305,0.004262,7.840000,100
25599,136,224.919998,80.814654,378.930346,111.889518,0.004308,7.780000,100
25999,136,219.740005,76.805441,378.482746,115.675083,0.004340,7.585000,100
26399,133,202.095001,79.332792,369.048588,116.478628,0.004196,7.770000,100
26799,122,188.574997,73.887960,333.425235,107.233088,0.003864,7.090000,100
27199,124,174.410004,76.641528,346.247524,113.755187,0.003989,7.085000,100
27599,103,166.339996,74.934269,332.201985,109.550407,0.003817,6.980000,100
27999,119,166.345001,78.474378,355.177272,105.465781,0.004073,7.125000,100
28399,102,168.955002,79.525290,325.380037,102.839993,0.003634,6.330000,100
28799,117,184.600006,78.297195,351.041825,121.739711,0.003967,7.070000,100
29199,115,187.649994,82.980546,354.368790,104.564107,0.003971,6.735000,100
29599,123,200.389999,79.436018,359.971264,112.461196,0.004071,6.980000,100
29999,123,188.675003,78.851631,360.276826,112.091149,0.004054,7.105000,100
30399,124,190.615005,77.521014,367.354215,113.658718,0.004075,7.415000,100
30799,124,202.440002,78.701447,365.591431,114.334044,0.004094,7.295000,100
31199,119,202.975006,79.854330,342.642677,114.804205,0.003854,6.970000,100
31599,131,225.214996,79.335959,369.814702,106.902426,0.004152,7.570000,100
31999,133,220.134995,79.829977,369.294221,109.138820,0.004134,7.020000,100
32399,131,224.710007,80.681888,361.202991,110.041531,0.004033,7.140000,100
32799,133,236.955002,81.766111,367.742232,107.333971,0.004133,7.490000,100
33199,136,253.300003,80.530169,375.905008,118.708416,0.004181,7.960000,100
33599,134,236.604996,82.248169,357.841094,109.043490,0.003955,7.225000,100
33999,139,236.425003,81.185428,374.208659,104.303528,0.004083,6.700000,100
34399,132,214.375000,78.661692,367.948011,107.733022,0.004083,7.455000,100
34799,133,226.300003,81.460597,367.711258,104.146418,0.004090,7.915000,100
35199,131,231.335007,80.139222,364.970574,112.653711,0.004041,7.805000,100
35599,135,228.869995,78.869455,372.046766,103.284920,0.004110,7.575000,100
35999,122,217.005005,80.038998,365.573409,103.642200,0.004038,6.460000,100
36399,128,230.919998,81.357725,373.294680,101.916108,0.004118,6.765000,100
36799,137,227.789993,80.647720,385.402696,122.577598,0.004232,7.650000,100
37199,129,204.740005,81.831293,372.349714,115.292533,0.004099,6.905000,100
37599,121,183.774994,79.067824,368.071911,117.756148,0.004055,7.325000,100
37999,114,179.600006,83.841471,370.016170,113.149641,0.004090,7.550000,100
38399,125,175.735001,78.702586,382.018013,116.685109,0.004135,7.395000,100
38799,104,151.205002,79.570625,346.880580,104.683841,0.003800,6.855000,100
39199,120,187.865005,84.592941,370.145225,118.496610,0.004080,7.550000,100
39599,118,178.169998,70.701091,373.100538,114.069382,0.004041,7.440000,100
39999,113,185.255005,80.150910,385.170131,129.573078,0.004166,7.800000,100
40399,124,209.750000,84.550400,378.280455,125.502424,0.004135,7.675000,100
40799,127,212.690002,82.410988,376.331841,122.369758,0.004111,8.135000,100
41199,131,227.125000,71.176476,382.070727,125.470043,0.004212,7.305000,100
41599,130,245.100006,84.466960,390.461503,116.053228,0.004296,7.465000,100
41999,139,232.449997,80.814658,401.072043,122.631952,0.004405,8.170000,100
42399,123,218.259995,83.573374,370.243988,109.159485,0.004070,7.320000,100
42799,128,206.774994,82.850516,374.337947,124.305893,0.004121,7.645000,100
43199,136,214.865005,81.354496,404.539040,116.185356,0.004444,8.245000,100
43599,126,217.160004,79.228242,360.049895,125.079240,0.003999,7.710000,100
43999,124,200.490005,81.443147,364.774928,118.906682,0.004055,8.225000,100
44399,124,179.705002,81.637790,381.404644,128.113035,0.004213,8.565000,100
44799,112,171.585007,81.535145,367.724760,134.772249,0.004128,8.135000,100
45199,126,189.274994,79.632059,384.338536,137.213913,0.004283,8.605000,100
