#iteration,activeAgent,energyMean,costValue,walkGlobal,walkGlobalDeparture,AreaCovered,ReservoirSizeMean,RegrowDelayFoodItem
7999,147,227.330002,65.917963,322.482497,33.658424,0.003456,2.650000,25
15999,185,400.079987,81.534293,338.588715,22.060975,0.003088,2.035000,25
23999,195,460.545013,76.255319,373.804158,23.282444,0.003405,2.210000,25
31999,186,434.920013,86.330808,306.702111,30.089053,0.003176,2.550000,25
39999,191,524.140015,85.694031,397.208898,26.722011,0.003986,3.220000,25
47999,192,487.524994,79.920745,405.403769,31.891520,0.004300,3.750000,25
55999,194,493.984985,90.248551,444.718946,25.986533,0.004301,3.195000,25
63999,194,471.454987,87.044324,474.012470,60.748869,0.004886,5.770000,25
71999,194,448.204987,89.544002,467.471350,68.561469,0.004836,4.720000,25
79999,195,450.670013,83.977967,464.769181,51.491172,0.004678,3.600000,25
87999,192,449.084991,85.846787,450.298162,63.874984,0.004812,4.595000,25
95999,192,482.239990,84.175455,421.200605,55.114562,0.004436,4.065000,25
103999,184,349.415009,75.416605,483.824534,96.013921,0.005116,7.515000,25
111999,189,395.445007,64.370237,399.322411,37.992524,0.004096,3.200000,25
119999,135,151.009995,45.234799,328.950682,22.153133,0.003123,2.125000,25
127999,159,223.949997,47.461459,415.658016,23.857651,0.003926,3.020000,25
135999,156,188.119995,40.419064,388.370572,24.747068,0.003865,3.135000,25
143999,167,346.075012,69.167466,352.049365,21.354838,0.003557,2.850000,25
151999,146,217.039993,59.938656,292.974653,18.821120,0.003034,2.630000,25
159999,42,35.355000,35.285103,179.684708,25.909524,0.002162,3.875000,25
167999,128,133.835007,49.194829,236.243825,38.530166,0.003006,4.680000,25
175999,152,196.410004,43.756346,313.116393,35.962344,0.003610,4.435000,25
183999,178,298.250000,55.909362,348.236293,26.943122,0.003770,5.020000,25
191999,152,253.580002,49.300433,309.860644,18.654182,0.003293,5.760000,25
199999,181,323.315002,50.401868,395.227232,24.428343,0.003892,4.700000,25
207999,188,449.825012,68.185174,371.515178,23.634701,0.003874,4.355000,25
215999,188,451.285004,69.264212,390.605951,23.688662,0.004021,4.525000,25
223999,193,437.605011,61.022570,411.870687,23.455070,0.004063,4.105000,25
231999,191,507.279999,74.107159,396.050964,24.524342,0.004099,4.060000,25
239999,196,510.945007,76.384590,381.922717,27.671882,0.004263,4.070000,25
247999,177,474.910004,82.752914,386.802672,26.905472,0.004147,4.505000,25
255999,191,488.230011,70.157000,405.300725,38.039121,0.004597,4.055000,25
263999,181,306.184998,56.699001,340.116975,43.111214,0.004284,4.200000,25
271999,191,437.739990,77.403055,405.109671,46.462816,0.004779,5.475000,25
279999,186,426.329987,86.312820,391.590433,54.972819,0.004806,6.420000,25
287999,160,288.994995,67.765698,368.784432,28.835722,0.004060,4.935000,25
295999,163,351.744995,90.202954,327.792402,22.326385,0.003618,4.065000,25
303999,156,348.929993,88.175891,332.240762,21.270251,0.003577,6.025000,25
311999,125,233.914993,89.623437,333.091876,27.842896,0.003854,6.275000,25
319999,128,241.755005,88.547325,312.862316,21.054110,0.003284,5.015000,25
327999,127,250.425003,86.433092,338.270280,24.906615,0.003606,5.455000,25
335999,164,341.214996,90.946582,351.122944,21.939951,0.003690,4.870000,25
343999,170,395.079987,96.136661,408.592676,21.600657,0.004031,5.545000,25
351999,182,485.644989,96.760472,330.409807,21.647760,0.003866,3.530000,25
359999,177,424.225006,91.827251,329.621550,26.500156,0.003640,4.895000,25
367999,184,508.429993,92.338535,357.240914,21.747600,0.003651,3.210000,25
375999,185,481.989990,90.169957,337.450966,19.510995,0.003681,3.170000,25
