#iteration,activeAgent,energyMean,costValue,walkGlobal,walkGlobalDeparture,AreaCovered,ReservoirSizeMean,RegrowDelayFoodItem
7999,178,407.834991,100.000000,298.739023,125.016119,0.003667,7.930000,25
15999,193,435.135010,100.000000,292.189819,58.102501,0.003526,5.490000,25
23999,195,435.535004,100.000000,322.109748,123.256380,0.003891,8.050000,35
31999,188,432.309998,100.000000,269.595719,89.942471,0.003575,6.405000,45
39999,192,469.404999,100.000000,332.150582,99.928188,0.003939,6.210000,55
47999,189,475.285004,100.000000,331.541655,123.924103,0.004072,8.670000,65
55999,189,399.670013,100.000000,332.403001,121.931902,0.004228,8.525000,75
63999,196,441.105011,100.000000,358.346738,142.662788,0.004456,9.200000,85
71999,189,375.734985,100.000000,364.339128,155.811015,0.004258,11.725000,95
79999,194,444.920013,100.000000,393.234164,80.464281,0.004641,6.025000,100
87999,190,434.609985,100.000000,389.035004,105.018026,0.004779,7.365000,100
95999,191,390.190002,100.000000,359.705440,78.342213,0.004670,5.670000,100
103999,190,376.480011,100.000000,335.101082,72.908422,0.004565,6.070000,100
111999,172,269.454987,100.000000,296.911928,94.137452,0.004236,6.975000,100
119999,181,315.140015,100.000000,329.351905,97.867444,0.004432,7.575000,100
127999,126,205.529999,100.000000,225.300386,83.386627,0.002980,8.590000,100
135999,97,169.029999,100.000000,185.260621,70.825382,0.002545,12.635000,100
143999,124,169.619995,100.000000,230.420613,48.192033,0.003036,8.215000,100
151999,57,33.785000,100.000000,93.211678,22.670325,0.001303,2.265000,100
159999,51,25.254999,100.000000,106.565727,22.130108,0.001616,2.270000,100
167999,114,100.309998,100.000000,109.751803,43.143793,0.002023,3.185000,100
175999,79,60.895000,100.000000,95.273743,32.523965,0.001697,3.230000,100
183999,60,25.799999,100.000000,103.341267,25.087505,0.001637,2.680000,100
191999,66,31.830000,100.000000,122.624648,25.892154,0.002013,3.350000,100
199999,158,204.190002,100.000000,291.894759,67.160083,0.004636,5.800000,100
207999,159,203.350006,100.000000,274.872917,79.737388,0.004380,6.810000,100
215999,145,206.945007,100.000000,232.309429,86.697514,0.003805,6.405000,100
223999,178,279.075012,100.000000,370.240502,130.848444,0.005102,10.120000,100
231999,184,330.654999,100.000000,309.396999,113.589684,0.004710,7.360000,100
239999,170,212.350006,100.000000,236.581058,50.483978,0.003870,4.625000,100
247999,177,355.929993,100.000000,252.058477,97.792589,0.003926,6.210000,100
255999,159,205.289993,100.000000,163.080182,62.376417,0.002938,5.300000,100
263999,167,198.199997,100.000000,141.815983,68.309604,0.002711,4.480000,100
271999,179,265.045013,100.000000,183.545431,79.937641,0.003244,5.555000,100
279999,170,314.070007,100.000000,236.072951,74.880680,0.003657,6.285000,100
287999,163,257.994995,100.000000,242.318629,53.638366,0.003780,5.270000,100
295999,175,294.149994,100.000000,251.006955,74.318925,0.003736,6.115000,100
303999,180,269.204987,100.000000,272.538234,83.530760,0.003907,7.040000,100
311999,166,184.925003,100.000000,346.820907,76.882095,0.004361,5.935000,100
319999,176,279.799988,100.000000,370.723445,114.907196,0.004467,9.175000,100
327999,182,314.399994,100.000000,419.424422,113.973403,0.004882,8.675000,100
335999,183,373.209991,100.000000,434.379738,92.637162,0.004841,7.130000,100
343999,186,352.144989,100.000000,433.100047,106.463228,0.004830,6.035000,100
351999,190,378.135010,100.000000,428.006471,101.996086,0.004889,6.860000,100
359999,181,374.454987,100.000000,402.333593,116.709400,0.004785,7.370000,100
367999,188,349.510010,100.000000,414.575464,97.656101,0.004926,6.040000,100
