#iteration,activeAgent,energyMean,costValue,walkGlobal,walkGlobalDeparture,AreaCovered,ReservoirSizeMean,RegrowDelayFoodItem
399,14,12.620000,29.562643,152.204071,29.066144,0.001818,2.770000,25
799,17,23.834999,39.516210,149.094451,28.447621,0.001780,2.875000,25
1199,28,33.840000,37.859559,160.066706,37.773723,0.001988,3.100000,25
1599,26,35.259998,39.035686,159.876828,37.424432,0.001967,2.925000,25
1999,28,44.044998,42.302693,150.364510,35.992919,0.001908,2.715000,25
2399,23,28.209999,36.598757,146.482847,40.356889,0.001898,3.030000,25
2799,21,22.290001,34.426813,142.546293,40.920736,0.001816,2.850000,25
3199,14,17.709999,30.568519,148.323128,35.028614,0.001849,2.980000,25
3599,15,14.175000,25.805211,143.018508,34.916659,0.001792,2.695000,25
3999,9,13.150000,27.444748,148.353368,39.634602,0.001909,2.975000,25
4399,17,18.450001,34.294124,161.820631,50.039701,0.002066,3.285000,25
4799,21,20.025000,30.993000,174.710188,54.320640,0.002248,3.935000,25
5199,25,28.135000,34.471005,177.864878,50.563281,0.002262,3.950000,25
5599,30,25.129999,38.179283,187.128648,55.735065,0.002405,3.880000,25
5999,23,17.719999,33.011567,183.916200,58.007414,0.002324,4.125000,25
6399,31,28.120001,38.546723,190.883213,56.736031,0.002392,4.080000,25
6799,36,31.495001,43.193554,204.405333,53.003109,0.002528,4.020000,25
7199,48,46.480000,46.004154,224.916587,58.027320,0.002730,4.415000,25
7599,37,35.430000,47.003136,222.441545,55.810849,0.002677,3.880000,25
7999,44,55.244999,52.424070,220.948926,58.207911,0.002684,4.170000,25
8399,42,49.330002,49.668066,240.150037,67.524253,0.002829,4.850000,25
8799,43,55.145000,52.082501,252.701241,68.199273,0.002963,5.060000,25
9199,60,71.375000,56.154363,271.288675,73.143745,0.003186,5.480000,25
9599,59,64.324997,53.620164,260.815480,74.117986,0.003007,5.500000,25
9999,68,73.959999,68.656721,266.062520,66.950992,0.003126,5.365000,25
10399,59,81.625000,73.027846,259.349229,71.615223,0.003049,5.055000,25
10799,78,97.285004,67.819635,286.558308,80.522688,0.003382,5.560000,25
11199,71,94.995003,66.169708,280.748556,67.055638,0.003186,5.135000,25
11599,64,86.809998,67.078360,285.542081,71.185274,0.003270,5.555000,25
11999,66,90.930000,72.755729,282.365896,73.658854,0.003229,5.270000,25
12399,55,62.490002,63.858978,253.849704,72.021502,0.002958,5.075000,25
12799,66,69.900002,65.068998,272.687127,75.495942,0.003155,5.830000,25
13199,61,80.544998,63.853358,261.204953,77.186288,0.003015,5.235000,25
13599,69,80.050003,63.507451,274.671104,77.576593,0.003191,5.215000,25
13999,72,77.055000,63.463113,278.086050,71.142403,0.003192,5.345000,25
14399,70,90.800003,65.839440,259.885664,73.218570,0.003031,5.150000,25
14799,68,93.870003,63.961497,266.337808,72.420030,0.003146,5.310000,25
15199,90,108.870003,61.906513,301.207760,83.534608,0.003524,5.785000,25
15599,80,100.580002,65.722617,280.415041,73.662674,0.003272,5.590000,25
15999,73,106.345001,64.672339,262.460337,69.169089,0.003043,5.065000,25
16399,75,109.824997,69.103947,270.066635,81.448186,0.003105,5.815000,25
16799,80,107.940002,65.222479,279.992847,77.504361,0.003287,5.595000,25
17199,71,117.160004,72.339223,278.484833,80.825660,0.003179,5.690000,25
17599,82,120.654999,65.690587,296.288521,83.055441,0.003375,5.700000,25
17999,81,117.550003,62.075895,285.336741,76.787808,0.003207,5.475000,25
18399,77,111.535004,61.424226,278.323119,76.997506,0.003173,5.315000,25
18799,78,111.019997,63.219427,277.148680,72.423862,0.003206,5.280000,25
19199,85,121.809998,67.794474,289.744995,78.858017,0.003297,5.570000,25
19599,82,126.385002,72.536832,276.154391,68.064122,0.003118,5.285000,25
19999,87,124.555000,64.489889,295.475882,71.238241,0.003323,5.490000,25
20399,78,115.309998,66.598032,288.619872,77.912546,0.003251,5.600000,35
20799,77,112.580002,67.110723,300.495445,74.728521,0.003405,5.725000,45
21199,78,116.860001,71.100508,294.010595,82.070782,0.003373,5.745000,55
21599,86,111.080002,67.700498,287.998576,87.062148,0.003287,5.265000,65
21999,78,99.889999,68.865452,284.969965,80.601573,0.003304,5.985000,75
22399,80,102.610001,77.701509,297.053706,91.968905,0.003405,5.765000,85
22799,80,121.434998,78.583496,294.615878,83.684942,0.003397,5.820000,95
23199,94,131.445007,75.037332,312.637638,87.359065,0.003627,6.290000,105
23599,92,137.199997,78.046707,311.020760,93.614555,0.003576,5.750000,115
23999,83,107.105003,77.475276,310.166219,87.183278,0.003555,5.525000,125
24399,83,105.389999,78.980019,319.854497,80.668821,0.003673,6.290000,135
24799,90,123.625000,80.945334,322.609065,91.472730,0.003686,6.015000,145
25199,101,124.434998,85.967432,335.207869,94.782837,0.003864,6.115000,155
25599,87,101.169998,83.704019,306.854402,90.479333,0.003507,6.180000,165
25999,77,93.004997,81.799174,290.197361,78.265973,0.003282,5.440000,175
26399,82,106.220001,84.321405,327.451775,105.564137,0.003668,6.475000,185
26799,79,97.529999,82.693813,322.064700,106.212077,0.003664,6.970000,195
27199,82,113.355003,84.334085,332.858160,104.773970,0.003816,6.950000,205
27599,95,105.150002,82.535936,335.426435,101.313071,0.003864,6.945000,215
27999,82,106.445000,85.623270,320.725582,97.663385,0.003644,6.545000,225
28399,84,117.029999,88.030834,327.766722,105.017089,0.003750,7.005000,235
28799,91,101.339996,86.121646,343.046536,110.582294,0.003942,7.245000,245
29199,62,76.885002,85.469448,315.603641,94.195714,0.003577,6.150000,255
29599,78,89.245003,84.985510,335.088768,99.360751,0.003806,6.595000,265
29999,66,94.425003,85.195076,320.594981,101.167335,0.003568,6.665000,275
30399,80,103.285004,85.942111,336.055329,104.417112,0.003786,6.730000,285
30799,75,91.334999,83.198359,316.641711,102.886435,0.003586,5.980000,295
31199,74,83.209999,85.653462,334.813511,105.481325,0.003767,6.250000,305
31599,72,81.595001,85.505424,317.991615,92.938950,0.003548,6.140000,315
31999,72,80.730003,85.428478,337.694291,111.408069,0.003724,7.150000,325
32399,77,89.680000,86.007379,332.361807,109.401538,0.003644,6.800000,335
32799,70,82.349998,83.172010,314.890907,102.293973,0.003456,6.900000,345
33199,74,89.154999,73.859354,322.698556,108.539475,0.003566,6.775000,355
33599,79,92.654999,85.414990,331.225947,121.934815,0.003644,7.400000,365
33999,72,84.724998,83.675847,344.378815,104.264591,0.003710,6.425000,375
34399,67,90.949997,86.102203,338.504838,102.292948,0.003677,6.690000,385
34799,80,88.980003,83.517813,361.221700,109.581795,0.003848,6.435000,395
35199,67,70.165001,84.578286,348.088765,111.742054,0.003708,6.760000,400
35599,70,91.019997,86.459630,356.117384,105.514192,0.003796,7.245000,400
35999,63,88.535004,88.808587,354.737421,109.924914,0.003781,7.420000,400
36399,75,104.519997,87.855152,351.264292,98.783567,0.003743,6.925000,400
36799,67,101.559998,90.529428,349.080035,115.868738,0.003720,6.865000,400
37199,85,93.235001,86.294083,366.220041,119.776855,0.003898,7.510000,400
37599,70,80.574997,87.299278,336.637242,114.425128,0.003610,6.930000,400
37999,74,89.705002,89.070086,354.158566,113.237354,0.003808,7.400000,400
38399,77,97.055000,86.715581,348.060402,115.434631,0.003787,7.345000,400
38799,73,89.580002,87.427600,346.565531,115.306221,0.003736,7.510000,400
39199,84,82.730003,90.718839,367.268355,122.590666,0.003993,7.805000,400
39599,73,70.419998,88.005725,341.093428,126.300456,0.003718,7.230000,400
39999,67,83.510002,88.534034,355.093876,117.794029,0.003868,7.575000,400
40399,80,89.675003,89.508677,366.673028,128.449533,0.003995,7.905000,400
40799,67,81.930000,89.183004,357.162313,115.168389,0.003887,8.055000,400
41199,77,88.464996,89.504332,356.140473,120.673545,0.003878,7.650000,400
41599,72,78.525002,89.070896,360.583145,114.436632,0.003942,8.030000,400
41999,75,74.379997,88.939920,360.742698,116.572110,0.003949,8.360000,400
42399,77,82.074997,91.251492,347.165613,110.179120,0.003784,7.420000,400
42799,73,77.419998,90.204409,345.753260,120.411027,0.003750,7.450000,400
43199,72,83.360001,90.599338,368.316532,125.372204,0.004000,8.150000,400
43599,83,84.445000,89.482215,390.228207,130.142246,0.004232,8.770000,400
43999,72,79.120003,88.674692,353.803529,129.071014,0.003814,8.090000,400
44399,78,84.165001,90.821222,380.817219,125.741644,0.004097,8.335000,400
44799,64,74.949997,91.686956,355.291173,135.890690,0.003836,8.805000,400
45199,69,61.584999,91.375544,389.833267,125.556297,0.004196,9.435000,400
45599,72,67.394997,89.764549,373.660750,119.221591,0.003985,8.080000,400
45999,71,56.279999,91.923802,362.996715,119.933817,0.003892,8.075000,400
46399,67,73.989998,91.962125,355.793168,113.304992,0.003837,8.395000,400
46799,69,70.154999,90.625361,354.279700,111.395982,0.003813,8.400000,400
47199,69,67.055000,88.973734,343.298774,111.979871,0.003703,8.000000,400
47599,61,61.625000,90.362976,347.238198,118.447237,0.003754,8.400000,400
47999,78,83.165001,90.859186,371.868953,117.665777,0.004012,8.205000,400
48399,73,78.165001,90.282839,362.434903,105.414460,0.003899,7.935000,400
48799,76,65.025002,89.390459,381.534719,133.261357,0.004095,8.065000,400
49199,58,60.935001,90.019590,348.440668,123.944048,0.003724,8.120000,400
49599,75,75.565002,92.273535,382.217817,114.818628,0.004061,8.625000,400
49999,72,66.635002,90.716897,371.770327,118.487622,0.003972,8.545000,400
50399,67,71.209999,90.326958,375.106476,121.298507,0.004007,8.975000,400
50799,83,82.040001,92.301227,374.850553,120.448731,0.003993,8.375000,400
51199,74,82.434998,90.949236,359.921660,106.442498,0.003835,8.165000,400
51599,82,85.230003,91.785742,391.158556,117.589408,0.004170,8.200000,400
51999,78,90.654999,91.918525,368.751702,120.449477,0.003931,8.365000,400
52399,82,89.449997,90.908591,384.281249,115.936967,0.004104,8.630000,400
52799,82,94.805000,92.292687,382.017286,114.980317,0.004066,8.310000,400
53199,85,76.089996,91.276934,380.994392,108.190913,0.004079,8.805000,400
53599,75,72.099998,91.196640,370.491289,113.727469,0.003967,8.440000,400
53999,58,65.245003,89.517109,364.311889,112.640790,0.003871,8.105000,400
54399,92,101.209999,88.771677,404.825144,119.397986,0.004341,9.015000,400
54799,79,99.535004,91.659172,374.603614,127.471499,0.004002,8.585000,400
55199,89,98.849998,89.782339,414.004162,134.356038,0.004422,8.890000,400
55599,88,93.690002,89.809166,385.213669,113.991774,0.004115,8.470000,400
55999,81,99.605003,89.495703,391.987869,128.445268,0.004174,8.575000,400
56399,92,103.144997,90.766835,396.233919,119.694533,0.004219,8.820000,400
56799,80,98.860001,89.895801,377.933308,129.465362,0.004030,9.175000,400
57199,95,91.339996,89.287728,414.512805,128.677265,0.004418,9.670000,400
57599,77,88.514999,89.074157,362.892302,128.534587,0.003899,8.575000,400
57999,81,85.440002,89.062445,390.752226,141.634748,0.004170,8.765000,400
58399,81,90.165001,88.895267,374.877492,136.369429,0.004020,8.230000,400
58799,89,98.910004,89.811312,393.872312,118.415077,0.004213,8.730000,400
59199,86,79.959999,89.310528,390.644398,127.283199,0.004191,8.720000,400
59599,78,81.500000,87.651940,355.635685,126.906715,0.003861,7.830000,400
59999,93,101.845001,88.302217,390.854951,121.280208,0.004222,8.765000,400
60399,75,89.745003,89.667604,373.249100,116.809715,0.004013,8.050000,400
60799,78,86.434998,88.229219,372.715556,123.828517,0.004012,8.055000,400
61199,91,95.514999,89.486424,394.504625,119.949759,0.004237,8.700000,400
61599,79,77.120003,90.823369,378.470839,121.989040,0.004057,7.655000,400
61999,84,81.224998,89.634771,385.165801,105.245920,0.004103,7.535000,400
62399,78,76.805000,87.442368,373.387492,113.425454,0.003986,8.195000,400
62799,73,79.834999,89.721794,372.607317,116.157570,0.003992,7.865000,400
63199,80,84.625000,89.371064,380.692999,109.865246,0.004064,7.715000,400
63599,80,86.949997,89.157853,374.318571,116.576080,0.004025,7.765000,400
63999,66,74.849998,89.697436,380.160549,112.023459,0.004071,8.280000,400
64399,85,83.785004,88.216805,402.155508,116.711017,0.004289,9.155000,400
64799,87,76.250000,88.553430,380.413464,117.291552,0.004030,8.070000,400
65199,77,84.705002,87.669982,362.066523,118.718405,0.003844,8.560000,400
65599,86,96.620003,90.048655,391.156587,115.720020,0.004153,8.745000,400
65999,86,89.639999,88.050417,405.206621,123.142054,0.004279,8.745000,400
66399,84,89.629997,89.854811,383.387059,124.165660,0.004022,8.570000,400
66799,87,95.709999,88.441837,388.448233,119.698402,0.004118,9.095000,400
67199,86,94.889999,90.147743,393.167234,121.774119,0.004159,8.875000,400
67599,88,102.555000,90.462031,396.857052,135.366652,0.004201,8.945000,400
67999,83,92.010002,92.151997,382.459915,123.339050,0.004047,8.445000,400
68399,87,102.300003,91.276809,391.373557,126.559595,0.004150,8.455000,400
68799,106,103.434998,88.856900,401.922916,128.363177,0.004259,8.460000,400
69199,73,80.050003,88.828824,349.356181,123.527088,0.003715,7.940000,400
69599,86,95.205002,86.984164,389.157575,130.609975,0.004134,9.175000,400
69999,102,112.970001,89.866554,419.976853,144.193059,0.004436,9.800000,400
70399,82,101.974998,90.920150,388.000273,131.447873,0.004104,9.300000,400
70799,91,108.050003,90.093758,407.513382,127.088950,0.004275,9.635000,400
71199,90,112.889999,91.451726,414.623197,144.437437,0.004359,9.715000,400
71599,97,118.555000,91.427967,399.305985,138.809308,0.004182,9.380000,400
71999,101,108.214996,91.443380,425.030148,146.375973,0.004440,9.805000,400
72399,88,95.000000,90.352872,405.966446,135.678236,0.004283,9.540000,400
72799,108,110.059998,89.492601,417.539673,143.478938,0.004396,9.685000,400
73199,92,103.419998,93.002722,377.574091,134.645744,0.003969,8.670000,400
73599,89,101.769997,92.043109,396.130137,149.090968,0.004158,8.885000,400
73999,90,102.760002,91.697439,409.154119,141.903272,0.004295,9.350000,400
74399,93,103.940002,91.642011,404.111189,142.633555,0.004229,9.465000,400
74799,93,96.709999,91.761169,423.502497,147.696568,0.004409,10.150000,400
75199,76,90.195000,94.085367,376.316430,128.578965,0.003922,9.390000,400
75599,94,112.190002,88.043513,413.227924,146.682744,0.004306,10.250000,400
75999,91,111.415001,89.859841,407.576735,134.188954,0.004247,9.415000,400
76399,91,90.690002,88.868431,429.671570,155.546995,0.004477,9.935000,400
76799,85,85.385002,89.050496,402.150344,137.261624,0.004202,9.595000,400
77199,83,101.925003,91.279219,410.542864,134.421288,0.004290,9.745000,400
77599,84,99.169998,91.609726,417.513635,142.882093,0.004373,10.075000,400
77999,96,109.525002,91.999565,425.477343,138.081949,0.004453,10.055000,400
78399,93,103.945000,91.073074,420.356566,140.842919,0.004375,9.020000,400
78799,92,110.485001,93.392434,418.913117,139.134374,0.004382,9.415000,400
79199,98,102.480003,93.119568,421.837082,145.120806,0.004439,9.185000,400
79599,86,93.105003,92.876876,405.132258,135.276942,0.004244,9.230000,400
79999,86,99.580002,92.644485,400.286728,133.247594,0.004210,8.855000,400
80399,76,97.260002,90.731121,394.721829,142.280430,0.004170,9.520000,400
80799,89,105.440002,91.310135,439.087876,139.077673,0.004642,10.095000,400
81199,100,111.120003,93.359036,427.486867,134.577635,0.004485,9.080000,400
81599,79,96.614998,93.814372,403.429683,126.543483,0.004217,8.930000,400
81999,87,110.610001,93.153756,417.314914,135.514857,0.004369,9.215000,400
82399,103,112.139999,94.404115,425.482428,131.161356,0.004455,9.275000,400
82799,99,96.915001,93.148551,418.796081,139.437373,0.004411,9.165000,400
83199,86,92.400002,93.113256,389.153214,136.946643,0.004116,9.260000,400
83599,98,100.915001,93.836552,410.569709,140.967257,0.004338,9.005000,400
83999,93,92.845001,91.164878,405.964487,130.115802,0.004281,9.280000,400
84399,94,106.584999,92.140602,402.442760,131.244899,0.004267,8.590000,400
84799,92,100.860001,91.679854,409.288327,116.730816,0.004308,8.755000,400
85199,94,94.764999,90.404585,426.713466,122.546222,0.004506,9.305000,400
85599,83,90.485001,92.408050,390.199255,120.135694,0.004117,9.250000,400
85999,88,104.434998,88.491294,402.583444,130.498323,0.004258,9.080000,400
86399,101,115.050003,90.242840,428.660307,126.364281,0.004515,9.095000,400
86799,96,113.430000,91.422705,400.439487,130.841311,0.004218,8.770000,400
87199,106,113.845001,91.817819,421.912620,132.279441,0.004468,9.655000,400
87599,103,103.644997,91.747215,423.780306,126.630876,0.004480,9.765000,400
87999,97,112.120003,91.941258,388.024686,125.867397,0.004130,9.295000,400
88399,99,116.339996,91.809245,419.451224,138.376415,0.004477,9.735000,400
88799,99,122.220001,93.179627,411.897327,122.873520,0.004380,9.250000,400
89199,101,124.220001,92.308002,404.968535,139.275602,0.004305,9.270000,400
89599,91,118.900002,91.279628,392.755689,126.049673,0.004185,9.145000,400
89999,98,123.925003,94.262856,415.905485,128.913315,0.004398,8.610000,400
90399,99,110.440002,92.911565,425.299953,146.958984,0.004504,10.200000,400
90799,95,118.294998,93.566053,404.801922,131.792564,0.004289,9.250000,400
91199,98,132.735001,92.902364,402.354814,128.707584,0.004271,8.680000,400
91599,109,127.504997,93.684651,425.263824,145.704062,0.004520,9.360000,400
91999,103,123.364998,93.373571,406.854470,131.209838,0.004332,8.755000,400
92399,95,112.239998,93.639229,418.836555,133.896841,0.004462,9.525000,400
92799,98,108.919998,94.241461,405.489477,133.811213,0.004302,9.030000,400
93199,102,115.650002,93.147778,415.819069,134.948279,0.004437,9.865000,400
93599,98,125.169998,93.671465,397.062435,126.273576,0.004205,9.010000,400
93999,110,138.214996,92.880526,418.320320,137.644602,0.004455,8.885000,400
94399,110,132.804993,92.900939,415.861828,132.537229,0.004432,8.885000,400
94799,100,111.334999,92.757566,408.935458,135.805243,0.004367,9.415000,400
95199,94,113.805000,92.529707,404.985568,131.192920,0.004310,9.270000,400
95599,113,137.774994,93.952291,437.565466,134.227502,0.004652,9.190000,400
95999,92,115.925003,93.213789,395.674558,127.148736,0.004184,8.340000,400
96399,105,123.385002,94.697570,412.573562,124.155788,0.004327,9.390000,400
96799,100,124.065002,91.704694,415.267651,131.145175,0.004377,9.700000,400
97199,101,130.065002,94.791869,429.385566,131.228545,0.004535,9.560000,400
97599,113,135.970001,94.291391,439.915542,135.282817,0.004684,10.875000,400
97999,101,135.080002,93.298247,415.450842,152.493511,0.004400,10.740000,400
98399,116,149.964996,94.683546,425.588297,155.355458,0.004511,9.845000,400
98799,113,145.255005,94.284992,416.518772,148.990733,0.004415,10.390000,400
99199,111,137.399994,95.404674,434.275636,152.977182,0.004602,11.135000,400
99599,103,140.389999,94.459079,404.676472,137.707680,0.004292,10.030000,400
99999,105,131.955002,93.196454,425.606181,147.300944,0.004498,9.585000,400
100399,109,129.580002,94.005817,428.680721,159.232317,0.004527,10.560000,400
100799,100,124.190002,94.670412,403.545376,148.730513,0.004276,9.920000,400
101199,100,136.750000,95.338555,399.175114,146.697910,0.004214,9.305000,400
101599,102,129.869995,95.256325,408.850732,138.006205,0.004296,10.450000,400
101999,105,125.264999,94.988436,415.782476,132.455785,0.004366,9.415000,400
102399,107,122.699997,95.246097,414.839782,141.050262,0.004385,9.575000,400
102799,94,112.550003,94.226285,399.002225,138.356131,0.004217,9.245000,400
103199,110,127.870003,92.715409,446.197845,144.588955,0.004711,10.885000,400
103599,102,118.820000,95.040718,422.348738,142.273555,0.004444,9.880000,400
103999,100,125.445000,94.367926,420.246287,137.304352,0.004404,9.435000,400
104399,102,130.500000,93.899550,416.220630,138.465374,0.004365,9.620000,400
104799,102,125.214996,94.281019,436.543957,149.902095,0.004585,9.935000,400
105199,104,119.334999,93.976017,417.720710,132.987699,0.004386,9.370000,400
105599,95,114.519997,94.795940,409.851763,139.408264,0.004292,9.400000,400
105999,108,130.490005,94.207042,438.339868,147.028444,0.004601,10.780000,400
106399,100,123.269997,94.685628,418.015898,134.265304,0.004392,9.595000,400
106799,104,123.739998,94.749364,416.902822,143.417704,0.004399,10.075000,400
107199,96,114.474998,94.431282,406.926238,141.754008,0.004273,9.225000,400
107599,106,113.970001,94.296101,440.035714,154.669070,0.004614,10.560000,400
107999,93,120.334999,95.748573,403.606179,147.648555,0.004228,9.665000,400
108399,101,130.994995,93.997214,446.152469,150.574798,0.004644,10.960000,400
108799,101,135.059998,92.640620,431.684958,142.779544,0.004523,10.320000,400
109199,117,138.490005,91.925794,422.479943,143.933827,0.004435,9.875000,400
109599,103,121.339996,93.725029,424.082754,141.980677,0.004435,10.050000,400
109999,107,131.259995,94.500094,439.092382,165.310061,0.004596,10.580000,400
110399,99,117.785004,93.850416,419.742371,152.967179,0.004403,10.390000,400
110799,107,128.565002,93.040165,428.887974,148.564015,0.004508,10.220000,400
111199,98,117.945000,91.348293,416.263243,140.737667,0.004383,9.895000,400
111599,94,101.910004,92.998608,420.281591,128.915628,0.004388,10.020000,400
111999,101,123.459999,93.677021,429.591696,141.060506,0.004492,10.230000,400
112399,110,120.205002,93.654706,424.464355,148.392326,0.004422,9.585000,400
112799,105,128.324997,93.433802,427.662482,137.942642,0.004465,9.700000,400
113199,97,116.885002,94.597438,427.270111,143.140745,0.004460,9.685000,400
113599,101,125.230003,93.587740,424.871918,140.173379,0.004450,10.500000,400
113999,99,125.184998,94.057993,437.470975,145.224090,0.004573,10.200000,400
114399,107,126.050003,93.367681,445.861911,131.264983,0.004663,10.540000,400
114799,103,127.074997,93.625722,426.871371,138.157127,0.004463,9.920000,400
115199,107,120.754997,94.146143,448.565662,139.742130,0.004682,10.470000,400
115599,105,122.565002,93.689226,432.232190,143.154321,0.004505,10.315000,400
115999,99,111.394997,93.188249,418.475974,138.463899,0.004365,9.630000,400
116399,99,123.370003,93.724526,429.969024,138.318382,0.004465,9.750000,400
116799,114,138.785004,93.224194,433.261692,155.661867,0.004505,9.555000,400
117199,98,132.604996,92.695086,423.999677,143.442478,0.004413,9.345000,400
117599,110,132.205002,93.457160,455.551948,153.208825,0.004737,9.855000,400
117999,102,134.100006,93.726459,416.428917,144.133719,0.004311,9.370000,400
118399,112,128.184998,92.010679,453.481403,157.462003,0.004706,11.015000,400
118799,110,130.134995,91.657862,424.731352,154.236528,0.004408,9.855000,400
119199,104,134.554993,92.282993,441.454932,161.657027,0.004573,10.410000,400
119599,113,144.250000,92.873631,446.140234,150.437596,0.004625,10.415000,400
119999,112,136.604996,92.469989,454.100068,144.671141,0.004713,10.440000,400
120399,108,124.654999,92.980010,434.840755,164.274319,0.004506,10.260000,400
120799,103,119.375000,93.268931,428.865712,154.370784,0.004443,9.925000,400
