#iteration,activeAgent,energyMean,costValue,walkGlobal,walkGlobalDeparture,AreaCovered,ReservoirSizeMean,RegrowDelayFoodItem
399,66,74.324997,70.000000,185.066425,34.611350,0.002242,2.780000,25
799,65,84.639999,70.000000,183.127926,40.690022,0.002225,3.440000,25
1199,69,101.565002,70.000000,202.291151,54.513834,0.002504,3.925000,25
1599,74,112.419998,70.000000,199.857860,58.144902,0.002478,3.515000,25
1999,79,90.290001,70.000000,224.550541,58.983612,0.002746,3.875000,25
2399,67,79.690002,70.000000,206.961380,57.069705,0.002550,4.180000,25
2799,65,71.114998,70.000000,210.790154,58.468509,0.002577,3.690000,25
3199,71,72.970001,70.000000,233.699805,63.348135,0.002830,4.670000,25
3599,64,88.589996,70.000000,219.873253,56.768977,0.002686,4.255000,25
3999,73,91.514999,70.000000,242.710711,70.265591,0.002952,4.935000,25
4399,70,93.355003,70.000000,221.116122,60.642226,0.002688,4.495000,25
4799,75,100.845001,70.000000,237.509119,65.229606,0.002837,4.555000,25
5199,88,119.014999,70.000000,271.590117,67.257917,0.003207,4.700000,25
5599,90,138.074997,70.000000,280.388732,80.329554,0.003306,5.510000,25
5999,106,135.804993,70.000000,293.000506,79.299501,0.003461,5.545000,25
6399,89,125.940002,70.000000,265.913073,80.234446,0.003184,5.360000,25
6799,104,140.570007,70.000000,276.487338,76.446205,0.003281,5.180000,25
7199,101,136.839996,70.000000,280.071763,82.561373,0.003346,5.285000,25
7599,99,139.220001,70.000000,268.106862,85.311924,0.003202,5.485000,25
7999,109,129.375000,70.000000,286.554623,82.210997,0.003397,5.315000,25
8399,90,125.044998,70.000000,275.123869,82.879125,0.003257,5.435000,25
8799,106,153.570007,70.000000,305.157071,79.068679,0.003569,6.150000,25
9199,93,140.830002,70.000000,292.161066,87.155552,0.003360,5.720000,25
9599,108,133.604996,70.000000,305.962665,83.251014,0.003524,5.670000,25
9999,96,129.214996,70.000000,282.599970,71.949311,0.003293,5.425000,25
10399,107,135.244995,70.000000,310.037301,84.799499,0.003576,5.880000,25
10799,101,143.899994,70.000000,311.994459,75.974463,0.003555,5.675000,25
11199,117,154.210007,70.000000,332.231472,83.554094,0.003785,6.245000,25
11599,99,129.660004,70.000000,305.726261,80.812252,0.003418,5.460000,25
11999,104,144.205002,70.000000,310.914782,78.528772,0.003515,5.310000,25
12399,101,131.669998,70.000000,300.024653,85.817033,0.003429,5.565000,25
12799,107,157.244995,70.000000,319.440508,102.489478,0.003596,5.555000,25
13199,127,176.350006,70.000000,344.568443,100.708810,0.003873,6.380000,25
13599,116,164.449997,70.000000,325.842737,92.187442,0.003658,6.495000,25
13999,117,184.824997,70.000000,334.814775,91.686697,0.003737,6.375000,25
14399,115,174.695007,70.000000,336.911401,93.499420,0.003720,6.570000,25
14799,119,170.964996,70.000000,352.862408,109.680147,0.003840,6.525000,25
15199,110,150.744995,70.000000,334.659794,96.413922,0.003724,6.370000,25
15599,107,145.115005,70.000000,335.092030,95.110749,0.003700,6.345000,25
15999,110,140.145004,70.000000,337.308456,89.583519,0.003700,6.105000,25
16399,101,133.744995,70.000000,333.585729,88.971791,0.003649,6.125000,25
16799,92,126.805000,70.000000,342.289859,87.599213,0.003744,6.700000,25
17199,102,142.089996,70.000000,337.393652,90.828734,0.003674,6.780000,25
17599,94,121.040001,70.000000,338.761538,92.038624,0.003625,6.115000,25
17999,96,107.169998,70.000000,343.200773,105.346396,0.003702,6.480000,25
18399,90,117.264999,70.000000,332.097937,105.182725,0.003612,6.325000,25
18799,104,113.165001,70.000000,365.212969,121.897053,0.003905,7.250000,25
19199,104,124.275002,70.000000,353.205135,105.004324,0.003735,6.650000,25
19599,98,108.680000,70.000000,350.444257,128.099863,0.003786,6.585000,25
19999,102,122.824997,70.000000,351.937162,118.580003,0.003763,6.465000,25
20399,107,123.550003,70.000000,372.234709,118.956524,0.003981,7.670000,35
20799,95,110.955002,70.000000,355.333494,113.823290,0.003786,6.635000,45
21199,99,129.259995,70.000000,352.385042,116.690138,0.003767,6.555000,55
21599,113,153.179993,70.000000,373.856009,106.224632,0.003982,7.110000,65
21999,112,133.850006,70.000000,366.380600,111.992044,0.003892,6.960000,75
22399,100,113.989998,70.000000,369.257610,128.364388,0.003958,7.635000,85
22799,94,88.074997,70.000000,342.262712,106.454903,0.003662,6.805000,95
23199,81,90.214996,70.000000,332.635434,105.984150,0.003567,6.665000,105
23599,97,87.794998,70.000000,360.208935,115.187886,0.003852,7.465000,115
23999,94,97.099998,70.000000,344.437183,115.395066,0.003705,6.515000,125
24399,86,80.639999,70.000000,354.822761,115.639118,0.003828,7.205000,135
24799,85,78.315002,70.000000,350.075611,110.561636,0.003760,6.900000,145
25199,87,75.525002,70.000000,344.395674,114.635561,0.003697,6.955000,155
25599,88,77.750000,70.000000,354.940496,109.251104,0.003800,6.665000,165
25999,79,73.605003,70.000000,336.741268,119.128377,0.003618,7.180000,175
26399,83,71.714996,70.000000,357.951544,125.710306,0.003835,7.275000,185
26799,75,67.574997,70.000000,335.514478,117.067380,0.003588,6.185000,195
27199,87,69.334999,70.000000,361.323157,120.744343,0.003873,6.690000,205
27599,74,66.470001,70.000000,344.523345,120.806331,0.003696,7.010000,215
27999,70,60.299999,70.000000,361.923806,119.753345,0.003858,7.085000,225
28399,78,68.639999,70.000000,354.311928,123.830181,0.003786,7.385000,235
28799,71,63.625000,70.000000,345.143245,104.584093,0.003681,7.515000,245
29199,72,61.549999,70.000000,358.112702,104.660314,0.003803,7.470000,255
29599,89,61.634998,70.000000,366.043744,121.496103,0.003914,7.720000,265
29999,70,49.470001,70.000000,356.771916,120.021508,0.003770,7.190000,275
30399,72,43.779999,70.000000,354.653748,121.369498,0.003786,6.985000,285
30799,68,52.090000,70.000000,334.345244,113.690064,0.003558,7.555000,295
31199,75,60.740002,70.000000,361.798631,125.091982,0.003843,7.405000,305
31599,75,61.474998,70.000000,356.850039,118.017642,0.003798,7.570000,315
31999,72,51.410000,70.000000,351.393732,120.952155,0.003758,7.305000,325
32399,70,62.150002,70.000000,336.408002,105.584277,0.003590,7.035000,335
32799,69,56.389999,70.000000,359.080885,128.780216,0.003821,7.970000,345
33199,79,60.674999,70.000000,373.804664,133.654897,0.003982,7.590000,355
